date,order_id,product,sku,quantity,unit_price,discount_amount,revenue
2019-01-10,744-02-5987,Home and lifestyle,SKU-744-02-5,6,78.38,0.0,470.28
2019-01-25,307-83-9164,Home and lifestyle,SKU-307-83-9,4,60.01,0.0,240.04
2019-01-19,779-06-0012,Home and lifestyle,SKU-779-06-0,1,88.61,0.0,88.61
2019-01-02,446-47-6729,Fashion accessories,SKU-446-47-6,2,99.82,0.0,199.64000000000001
2019-03-12,573-10-3877,Health and beauty,SKU-573-10-3,1,39.01,0.0,39.010000000000005
2019-02-25,735-06-4124,Food and beverages,SKU-735-06-4,1,48.61,0.0,48.61
2019-03-18,439-54-7422,Electronic accessories,SKU-439-54-7,4,51.19,0.0,204.76
2019-02-23,396-90-2219,Electronic accessories,SKU-396-90-2,8,14.96,0.0,119.68
2019-03-26,411-77-0180,Electronic accessories,SKU-411-77-0,7,72.2,0.0,505.4
2019-03-30,286-01-5402,Sports and travel,SKU-286-01-5,7,40.23,56.321999999999996,225.288
2019-02-17,803-17-8013,Home and lifestyle,SKU-803-17-8,8,88.79,0.0,710.32
2019-03-21,512-98-1403,Electronic accessories,SKU-512-98-1,3,26.48,0.0,79.44000000000001
2019-03-05,848-42-2560,Fashion accessories,SKU-848-42-2,2,81.91,0.0,163.82
2019-01-31,532-59-7201,Sports and travel,SKU-532-59-7,6,79.93,0.0,479.58000000000004
2019-02-05,181-94-6432,Fashion accessories,SKU-181-94-6,2,69.33,0.0,138.66
2019-02-01,870-76-1733,Food and beverages,SKU-870-76-1,5,14.23,0.0,71.14999999999999
2019-03-07,423-64-4619,Health and beauty,SKU-423-64-4,9,15.55,0.0,139.95
2019-02-10,227-07-4446,Electronic accessories,SKU-227-07-4,10,78.13,0.0,781.3
2019-02-14,174-36-3675,Food and beverages,SKU-174-36-3,2,99.37,0.0,198.73999999999998
2019-02-09,428-83-5800,Food and beverages,SKU-428-83-5,3,21.08,0.0,63.24
2019-01-10,603-07-0961,Electronic accessories,SKU-603-07-0,5,74.79,0.0,373.95
2019-03-11,704-20-4138,Health and beauty,SKU-704-20-4,7,29.67,0.0,207.69
2019-02-18,787-15-1757,Health and beauty,SKU-787-15-1,4,44.07,0.0,176.28
2019-02-26,649-11-3678,Food and beverages,SKU-649-11-3,9,22.93,0.0,206.37
2019-01-18,622-20-1945,Health and beauty,SKU-622-20-1,1,39.42,0.0,39.42
2019-02-15,372-94-8041,Health and beauty,SKU-372-94-8,6,15.26,0.0,91.56
2019-03-08,563-91-7120,Fashion accessories,SKU-563-91-7,5,61.77,0.0,308.85
2019-01-17,746-54-5508,Home and lifestyle,SKU-746-54-5,6,21.52,0.0,129.12
2019-03-12,276-54-0879,Sports and travel,SKU-276-54-0,4,97.74,78.19200000000001,312.76800000000003
2019-03-09,815-11-1168,Food and beverages,SKU-815-11-1,5,99.78,0.0,498.90000000000003
2019-03-12,719-76-3868,Food and beverages,SKU-719-76-3,4,94.26,0.0,377.04
2019-01-25,730-61-8757,Health and beauty,SKU-730-61-8,4,51.13,0.0,204.52
2019-03-25,340-66-0321,Electronic accessories,SKU-340-66-0,4,36.36,0.0,145.44
2019-02-07,868-81-1752,Home and lifestyle,SKU-868-81-1,9,22.02,0.0,198.18
2019-02-17,634-97-8956,Food and beverages,SKU-634-97-8,3,32.9,0.0,98.7
2019-02-03,566-71-1091,Fashion accessories,SKU-566-71-1,5,77.02,0.0,385.1
2019-03-14,442-48-3607,Food and beverages,SKU-442-48-3,2,23.48,0.0,46.96
2019-03-24,835-16-0096,Sports and travel,SKU-835-16-0,5,14.7,14.700000000000001,58.800000000000004
2019-03-21,527-09-6272,Electronic accessories,SKU-527-09-6,5,28.45,0.0,142.25
2019-03-19,898-04-2717,Fashion accessories,SKU-898-04-2,9,76.4,0.0,687.6
2019-02-24,692-27-8933,Sports and travel,SKU-692-27-8,6,57.95,0.0,347.7
2019-03-28,633-09-3463,Electronic accessories,SKU-633-09-3,3,47.65,0.0,142.95
2019-02-05,374-17-3652,Food and beverages,SKU-374-17-3,9,42.82,0.0,385.38
2019-02-10,378-07-7001,Electronic accessories,SKU-378-07-7,3,48.09,0.0,144.26999999999998
2019-03-05,433-75-6987,Health and beauty,SKU-433-75-6,7,55.97,0.0,391.79
2019-02-15,873-95-4984,Health and beauty,SKU-873-95-4,7,76.9,0.0,538.3000000000001
2019-01-30,416-13-5917,Food and beverages,SKU-416-13-5,5,97.03,0.0,485.15000000000003
2019-02-14,150-89-8043,Sports and travel,SKU-150-89-8,3,44.65,0.0,133.95000000000002
2019-02-27,135-84-8019,Fashion accessories,SKU-135-84-8,9,77.93,0.0,701.37
2019-02-04,441-94-7118,Electronic accessories,SKU-441-94-7,1,71.95,0.0,71.95
2019-01-20,725-96-3778,Home and lifestyle,SKU-725-96-3,8,89.25,0.0,714.0
2019-03-28,531-80-1784,Electronic accessories,SKU-531-80-1,7,26.02,0.0,182.14000000000001
2019-02-27,400-45-1220,Health and beauty,SKU-400-45-1,10,13.5,0.0,135.0
2019-02-15,860-79-0874,Fashion accessories,SKU-860-79-0,10,99.3,0.0,993.0000000000001
2019-01-26,834-61-8124,Electronic accessories,SKU-834-61-8,7,51.69,0.0,361.83
2019-03-14,115-99-4379,Fashion accessories,SKU-115-99-4,7,54.73,0.0,383.10999999999996
2019-03-02,565-67-6697,Home and lifestyle,SKU-565-67-6,9,27.0,0.0,243.0
2019-03-04,320-49-6392,Electronic accessories,SKU-320-49-6,1,30.24,0.0,30.24
2019-01-07,889-04-9723,Food and beverages,SKU-889-04-9,4,89.14,0.0,356.56
2019-03-08,632-90-0281,Fashion accessories,SKU-632-90-0,10,37.55,0.0,375.5
2019-01-09,554-42-2417,Sports and travel,SKU-554-42-2,10,95.44,0.0,954.4
2019-03-01,453-63-6187,Electronic accessories,SKU-453-63-6,3,27.5,0.0,82.5
2019-03-16,578-80-7669,Sports and travel,SKU-578-80-7,1,74.97,14.994,59.976
2019-02-17,612-36-5536,Food and beverages,SKU-612-36-5,8,80.96,0.0,647.68
2019-02-27,605-72-4132,Food and beverages,SKU-605-72-4,8,94.47,0.0,755.76
2019-03-07,471-41-2823,Food and beverages,SKU-471-41-2,2,99.79,0.0,199.57999999999998
2019-01-21,462-67-9126,Home and lifestyle,SKU-462-67-9,6,73.22,0.0,439.32
2019-02-19,272-27-9238,Food and beverages,SKU-272-27-9,4,41.24,0.0,164.96
2019-01-06,834-25-9262,Fashion accessories,SKU-834-25-9,4,81.68,0.0,326.71999999999997
2019-03-14,122-61-9553,Electronic accessories,SKU-122-61-9,9,51.32,0.0,461.88
2019-03-24,468-88-0009,Home and lifestyle,SKU-468-88-0,4,65.94,0.0,263.76
2019-01-27,613-59-9758,Sports and travel,SKU-613-59-9,10,14.36,0.0,143.6
2019-03-06,254-31-0042,Electronic accessories,SKU-254-31-0,9,21.5,0.0,193.5
2019-02-02,201-86-2184,Electronic accessories,SKU-201-86-2,7,26.26,0.0,183.82
2019-01-25,261-12-8671,Fashion accessories,SKU-261-12-8,2,60.96,0.0,121.91999999999999
2019-03-14,730-70-9830,Home and lifestyle,SKU-730-70-9,6,70.11,0.0,420.65999999999997
2019-01-29,382-25-8917,Fashion accessories,SKU-382-25-8,6,42.08,0.0,252.48
2019-01-03,422-29-8786,Home and lifestyle,SKU-422-29-8,5,67.09,0.0,335.45000000000005
2019-01-14,667-23-5919,Fashion accessories,SKU-667-23-5,5,96.7,0.0,483.5
2019-01-05,843-01-4703,Home and lifestyle,SKU-843-01-4,9,35.38,0.0,318.42
2019-02-22,743-88-1662,Sports and travel,SKU-743-88-1,7,95.49,0.0,668.43
2019-02-06,595-86-2894,Fashion accessories,SKU-595-86-2,4,96.98,0.0,387.91999999999996
2019-01-30,182-69-8360,Electronic accessories,SKU-182-69-8,4,23.65,0.0,94.6
2019-01-11,289-15-7034,Sports and travel,SKU-289-15-7,4,82.33,0.0,329.32
2019-03-19,462-78-5240,Electronic accessories,SKU-462-78-5,2,26.61,0.0,53.22
2019-01-14,868-52-7573,Food and beverages,SKU-868-52-7,5,99.69,0.0,498.44999999999993
2019-03-01,153-58-4872,Food and beverages,SKU-153-58-4,4,74.89,0.0,299.56
2019-01-06,662-72-2873,Food and beverages,SKU-662-72-2,5,40.94,0.0,204.7
2019-01-31,525-88-7307,Sports and travel,SKU-525-88-7,1,75.82,0.0,75.82000000000001
2019-03-11,689-16-9784,Food and beverages,SKU-689-16-9,6,46.77,0.0,280.62
2019-02-20,725-56-0833,Health and beauty,SKU-725-56-0,10,32.32,0.0,323.2
2019-01-27,394-41-0748,Fashion accessories,SKU-394-41-0,9,54.07,0.0,486.63
2019-03-10,596-42-3999,Food and beverages,SKU-596-42-3,7,18.22,0.0,127.54
2019-02-15,541-89-9860,Fashion accessories,SKU-541-89-9,3,80.48,0.0,241.44
2019-01-26,173-82-9529,Fashion accessories,SKU-173-82-9,10,37.95,0.0,379.5
2019-02-13,563-36-9814,Electronic accessories,SKU-563-36-9,1,76.82,0.0,76.82000000000001
2019-03-09,308-47-4913,Sports and travel,SKU-308-47-4,10,52.26,104.52000000000001,418.08000000000004
2019-03-06,885-17-6250,Health and beauty,SKU-885-17-6,1,79.74,0.0,79.74000000000001
2019-01-24,726-27-2396,Health and beauty,SKU-726-27-2,5,77.5,0.0,387.5
2019-03-13,316-01-3952,Food and beverages,SKU-316-01-3,5,54.27,0.0,271.35
2019-03-15,760-54-1821,Home and lifestyle,SKU-760-54-1,9,13.59,0.0,122.31
2019-03-05,793-10-3222,Health and beauty,SKU-793-10-3,6,41.06,0.0,246.35999999999999
2019-03-04,346-12-3257,Electronic accessories,SKU-346-12-3,9,19.24,0.0,173.16000000000003
2019-03-25,110-05-6330,Food and beverages,SKU-110-05-6,6,39.43,0.0,236.57999999999998
2019-03-12,651-61-0874,Home and lifestyle,SKU-651-61-0,4,46.22,0.0,184.88
2019-02-04,236-86-3015,Home and lifestyle,SKU-236-86-3,1,13.98,0.0,13.98
2019-02-22,831-64-0259,Fashion accessories,SKU-831-64-0,5,39.75,0.0,198.75
2019-02-16,587-03-7455,Fashion accessories,SKU-587-03-7,7,97.79,0.0,684.53
2019-01-19,882-40-4577,Sports and travel,SKU-882-40-4,4,67.26,0.0,269.04
2019-01-11,732-67-5346,Food and beverages,SKU-732-67-5,5,13.79,0.0,68.94999999999999
2019-01-04,725-32-9708,Fashion accessories,SKU-725-32-9,4,68.71,0.0,274.84
2019-03-04,256-08-8343,Home and lifestyle,SKU-256-08-8,4,56.53,0.0,226.11999999999998
2019-01-28,372-26-1506,Fashion accessories,SKU-372-26-1,5,23.82,0.0,119.10000000000001
2019-01-02,244-08-0162,Health and beauty,SKU-244-08-0,10,34.21,0.0,342.09999999999997
2019-01-25,569-71-4390,Sports and travel,SKU-569-71-4,2,21.87,0.0,43.74
2019-01-04,132-23-6451,Health and beauty,SKU-132-23-6,5,20.97,0.0,104.85
2019-03-10,696-90-2548,Sports and travel,SKU-696-90-2,3,25.84,15.504,62.016
2019-03-22,472-15-9636,Home and lifestyle,SKU-472-15-9,8,50.93,0.0,407.44
2019-01-25,268-03-6164,Health and beauty,SKU-268-03-6,1,96.11,0.0,96.11
2019-01-08,750-57-9686,Home and lifestyle,SKU-750-57-9,4,45.38,0.0,181.52
2019-01-22,186-09-3669,Health and beauty,SKU-186-09-3,1,81.51,0.0,81.50999999999999
2019-01-12,848-07-1692,Health and beauty,SKU-848-07-1,2,57.22,0.0,114.44000000000001
2019-02-04,745-71-3520,Electronic accessories,SKU-745-71-3,7,25.22,0.0,176.54
2019-03-28,266-76-6436,Food and beverages,SKU-266-76-6,3,38.6,0.0,115.8
2019-01-23,740-22-2500,Electronic accessories,SKU-740-22-2,3,84.05,0.0,252.15
2019-02-08,271-88-8734,Fashion accessories,SKU-271-88-8,10,97.21,0.0,972.1
2019-03-19,301-81-8610,Fashion accessories,SKU-301-81-8,8,25.42,0.0,203.35999999999999
2019-03-09,489-64-4354,Fashion accessories,SKU-489-64-4,1,16.28,0.0,16.28
2019-01-02,198-84-7132,Fashion accessories,SKU-198-84-7,9,40.61,0.0,365.49
2019-01-21,269-10-8440,Health and beauty,SKU-269-10-8,7,53.17,0.0,372.19
2019-03-20,650-98-6268,Food and beverages,SKU-650-98-6,3,20.87,0.0,62.61
2019-02-27,741-73-3559,Sports and travel,SKU-741-73-3,5,67.27,0.0,336.35
2019-03-08,325-77-6186,Home and lifestyle,SKU-325-77-6,10,90.65,0.0,906.5
2019-01-31,286-75-7818,Fashion accessories,SKU-286-75-7,2,69.08,0.0,138.16000000000003
2019-03-08,574-57-9721,Food and beverages,SKU-574-57-9,2,43.27,0.0,86.54
2019-01-13,459-50-7686,Electronic accessories,SKU-459-50-7,6,23.46,0.0,140.76
2019-03-09,616-87-0016,Fashion accessories,SKU-616-87-0,7,95.54,0.0,668.7800000000001
2019-02-22,837-55-7229,Fashion accessories,SKU-837-55-7,1,47.44,0.0,47.44
2019-03-19,751-69-0068,Sports and travel,SKU-751-69-0,9,99.24,178.632,714.528
2019-01-20,257-73-1380,Sports and travel,SKU-257-73-1,4,82.93,0.0,331.71999999999997
2019-03-08,345-08-4992,Home and lifestyle,SKU-345-08-4,6,33.99,0.0,203.94
2019-03-08,549-96-4200,Food and beverages,SKU-549-96-4,4,17.04,0.0,68.16
2019-02-07,810-60-6344,Electronic accessories,SKU-810-60-6,8,40.86,0.0,326.88
2019-01-15,450-28-2866,Food and beverages,SKU-450-28-2,5,17.44,0.0,87.2
2019-03-22,394-30-3170,Sports and travel,SKU-394-30-3,8,88.43,141.48800000000003,565.9520000000001
2019-01-15,138-17-5109,Home and lifestyle,SKU-138-17-5,9,89.21,0.0,802.89
2019-01-08,192-98-7397,Fashion accessories,SKU-192-98-7,1,12.78,0.0,12.780000000000001
2019-01-15,301-11-9629,Sports and travel,SKU-301-11-9,7,19.1,0.0,133.7
2019-01-28,390-80-5128,Health and beauty,SKU-390-80-5,1,19.15,0.0,19.150000000000002
2019-02-14,235-46-8343,Food and beverages,SKU-235-46-8,10,27.66,0.0,276.6
2019-03-10,453-12-7053,Fashion accessories,SKU-453-12-7,3,45.74,0.0,137.22
2019-01-12,296-11-7041,Health and beauty,SKU-296-11-7,1,27.07,0.0,27.07
2019-03-26,449-27-2918,Sports and travel,SKU-449-27-2,1,39.12,7.824,31.296
2019-01-01,891-01-7034,Electronic accessories,SKU-891-01-7,6,74.71,0.0,448.26
2019-01-02,744-09-5786,Electronic accessories,SKU-744-09-5,6,22.01,0.0,132.06
2019-03-16,727-17-0390,Food and beverages,SKU-727-17-0,5,63.61,0.0,318.05
2019-03-03,568-88-3448,Health and beauty,SKU-568-88-3,1,25.0,0.0,25.0
2019-01-31,187-83-5490,Electronic accessories,SKU-187-83-5,4,20.77,0.0,83.08
2019-02-13,767-54-1907,Fashion accessories,SKU-767-54-1,5,29.56,0.0,147.8
2019-02-15,710-46-4433,Food and beverages,SKU-710-46-4,9,77.4,0.0,696.5999999999999
2019-02-07,533-33-5337,Electronic accessories,SKU-533-33-5,10,79.39,0.0,793.9
2019-01-27,325-90-8763,Electronic accessories,SKU-325-90-8,10,46.57,0.0,465.7
2019-02-23,729-46-7422,Food and beverages,SKU-729-46-7,1,35.89,0.0,35.89
2019-02-03,639-76-1242,Food and beverages,SKU-639-76-1,5,40.52,0.0,202.6
2019-03-03,234-03-4040,Food and beverages,SKU-234-03-4,10,73.05,0.0,730.5
2019-02-03,326-71-2155,Sports and travel,SKU-326-71-2,4,73.95,0.0,295.79999999999995
2019-03-17,320-32-8842,Food and beverages,SKU-320-32-8,1,22.62,0.0,22.62
2019-03-28,470-32-9057,Food and beverages,SKU-470-32-9,5,51.34,0.0,256.70000000000005
2019-03-02,878-30-2331,Sports and travel,SKU-878-30-2,10,54.55,109.10000000000001,436.40000000000003
2019-02-08,440-59-5691,Health and beauty,SKU-440-59-5,7,37.15,0.0,260.05
2019-03-22,554-53-3790,Sports and travel,SKU-554-53-3,6,37.02,44.42400000000001,177.69600000000003
2019-02-09,746-19-0921,Food and beverages,SKU-746-19-0,1,21.58,0.0,21.58
2019-02-15,233-34-0817,Electronic accessories,SKU-233-34-0,1,98.84,0.0,98.84
2019-01-23,767-05-1286,Home and lifestyle,SKU-767-05-1,6,83.77,0.0,502.62
2019-01-25,340-21-9136,Sports and travel,SKU-340-21-9,4,40.05,0.0,160.20000000000002
2019-02-02,405-31-3305,Fashion accessories,SKU-405-31-3,10,43.13,0.0,431.3
2019-03-30,731-59-7531,Health and beauty,SKU-731-59-7,8,72.57,0.0,580.56
2019-03-30,676-39-6028,Electronic accessories,SKU-676-39-6,5,64.44,0.0,322.2
2019-02-25,502-05-1910,Health and beauty,SKU-502-05-1,3,65.18,0.0,195.54000000000002
2019-03-18,485-30-8700,Sports and travel,SKU-485-30-8,5,33.26,33.26,133.04000000000002
2019-03-07,598-47-9715,Electronic accessories,SKU-598-47-9,4,84.07,0.0,336.28
2019-03-16,701-69-8742,Sports and travel,SKU-701-69-8,10,34.37,68.74,274.96
2019-01-29,575-67-1508,Electronic accessories,SKU-575-67-1,1,38.6,0.0,38.6
2019-02-02,541-08-3113,Food and beverages,SKU-541-08-3,8,65.97,0.0,527.76
2019-02-15,246-11-3901,Electronic accessories,SKU-246-11-3,10,32.8,0.0,328.0
2019-01-08,674-15-9296,Sports and travel,SKU-674-15-9,5,37.14,0.0,185.70000000000002
2019-02-12,305-18-3552,Home and lifestyle,SKU-305-18-3,10,60.38,0.0,603.8
2019-01-01,493-65-6248,Sports and travel,SKU-493-65-6,10,36.98,0.0,369.8
2019-03-21,438-01-4015,Sports and travel,SKU-438-01-4,4,49.49,39.592000000000006,158.36800000000002
2019-02-28,709-58-4068,Fashion accessories,SKU-709-58-4,10,41.09,0.0,410.9
2019-03-23,795-49-7276,Fashion accessories,SKU-795-49-7,4,37.15,0.0,148.6
2019-01-30,556-72-8512,Home and lifestyle,SKU-556-72-8,1,22.96,0.0,22.96
2019-02-04,627-95-3243,Home and lifestyle,SKU-627-95-3,9,77.68,0.0,699.12
2019-03-13,686-41-0932,Fashion accessories,SKU-686-41-0,2,34.7,0.0,69.4
2019-03-15,510-09-5628,Fashion accessories,SKU-510-09-5,10,19.66,0.0,196.6
2019-03-05,608-04-3797,Health and beauty,SKU-608-04-3,8,25.32,0.0,202.56
2019-03-05,148-82-2527,Home and lifestyle,SKU-148-82-2,10,12.12,0.0,121.2
2019-02-26,437-53-3084,Fashion accessories,SKU-437-53-3,2,99.89,0.0,199.78
2019-03-20,632-32-4574,Sports and travel,SKU-632-32-4,8,75.92,121.47200000000001,485.8879999999999
2019-01-01,556-97-7101,Electronic accessories,SKU-556-97-7,2,63.22,0.0,126.44
2019-01-27,862-59-8517,Food and beverages,SKU-862-59-8,6,90.24,0.0,541.4399999999999
2019-01-21,401-18-8016,Sports and travel,SKU-401-18-8,1,98.13,0.0,98.13000000000001
2019-02-02,420-18-8989,Sports and travel,SKU-420-18-8,8,51.52,0.0,412.15999999999997
2019-02-03,277-63-2961,Sports and travel,SKU-277-63-2,1,73.97,0.0,73.97
2019-01-05,573-98-8548,Fashion accessories,SKU-573-98-8,1,31.9,0.0,31.9
2019-01-27,620-02-2046,Home and lifestyle,SKU-620-02-2,2,69.4,0.0,138.8
2019-03-25,282-35-2475,Sports and travel,SKU-282-35-2,2,93.31,37.324000000000005,149.29600000000002
2019-02-25,511-54-3087,Sports and travel,SKU-511-54-3,1,88.45,0.0,88.45
2019-01-28,726-29-6793,Electronic accessories,SKU-726-29-6,8,24.18,0.0,193.44
2019-01-08,387-49-4215,Sports and travel,SKU-387-49-4,3,48.5,0.0,145.5
2019-01-29,862-17-9201,Food and beverages,SKU-862-17-9,6,84.05,0.0,504.3
2019-03-29,291-21-5991,Health and beauty,SKU-291-21-5,5,61.29,0.0,306.45
2019-02-09,602-80-9671,Home and lifestyle,SKU-602-80-9,6,15.95,0.0,95.7
2019-01-16,347-72-6115,Sports and travel,SKU-347-72-6,7,90.74,0.0,635.18
2019-01-05,209-61-0206,Home and lifestyle,SKU-209-61-0,5,42.91,0.0,214.55
2019-01-27,595-27-4851,Fashion accessories,SKU-595-27-4,7,54.28,0.0,379.96000000000004
2019-03-14,189-52-0236,Electronic accessories,SKU-189-52-0,7,99.55,0.0,696.85
2019-02-23,503-07-0930,Sports and travel,SKU-503-07-0,7,58.39,0.0,408.72999999999996
2019-03-18,413-20-6708,Fashion accessories,SKU-413-20-6,1,51.47,0.0,51.47
2019-03-29,425-85-2085,Health and beauty,SKU-425-85-2,5,54.86,0.0,274.3
2019-01-22,521-18-7827,Home and lifestyle,SKU-521-18-7,5,39.39,0.0,196.95000000000002
2019-03-01,220-28-1851,Home and lifestyle,SKU-220-28-1,2,34.73,0.0,69.46000000000001
2019-01-17,600-38-9738,Sports and travel,SKU-600-38-9,5,71.92,0.0,359.59999999999997
2019-03-26,734-91-1155,Electronic accessories,SKU-734-91-1,3,45.71,0.0,137.13
2019-03-20,451-28-5717,Home and lifestyle,SKU-451-28-5,6,83.17,0.0,499.02
2019-02-06,609-81-8548,Home and lifestyle,SKU-609-81-8,6,37.44,0.0,224.64000000000001
2019-01-01,133-14-7229,Health and beauty,SKU-133-14-7,2,62.87,0.0,125.73999999999998
2019-01-27,534-01-4457,Food and beverages,SKU-534-01-4,6,81.71,0.0,490.26000000000005
2019-02-25,719-89-8991,Sports and travel,SKU-719-89-8,5,91.41,0.0,457.04999999999995
2019-01-16,286-62-6248,Fashion accessories,SKU-286-62-6,4,39.21,0.0,156.83999999999997
2019-01-13,339-38-9982,Fashion accessories,SKU-339-38-9,2,59.86,0.0,119.72
2019-02-07,827-44-5872,Food and beverages,SKU-827-44-5,10,54.36,0.0,543.6
2019-02-17,827-77-7633,Sports and travel,SKU-827-77-7,9,98.09,0.0,882.8100000000001
2019-02-12,287-83-1405,Health and beauty,SKU-287-83-1,6,25.43,0.0,152.58
2019-01-24,435-13-4908,Fashion accessories,SKU-435-13-4,8,86.68,0.0,693.4399999999999
2019-02-06,857-67-9057,Electronic accessories,SKU-857-67-9,10,22.95,0.0,229.5
2019-03-26,236-27-1144,Food and beverages,SKU-236-27-1,9,16.31,0.0,146.79000000000002
2019-03-11,892-05-6689,Home and lifestyle,SKU-892-05-6,5,28.32,0.0,141.6
2019-02-07,583-41-4548,Home and lifestyle,SKU-583-41-4,7,16.67,0.0,116.69
2019-01-05,339-12-4827,Fashion accessories,SKU-339-12-4,1,73.96,0.0,73.96000000000001
2019-03-07,643-38-7867,Home and lifestyle,SKU-643-38-7,1,97.94,0.0,97.94
2019-02-25,308-81-0538,Fashion accessories,SKU-308-81-0,4,73.05,0.0,292.2
2019-02-01,358-88-9262,Food and beverages,SKU-358-88-9,6,87.48,0.0,524.88
2019-01-22,460-35-4390,Home and lifestyle,SKU-460-35-4,3,30.68,0.0,92.03999999999999
2019-01-03,343-87-0864,Health and beauty,SKU-343-87-0,1,75.88,0.0,75.88000000000001
2019-02-13,173-50-1108,Sports and travel,SKU-173-50-1,4,20.18,0.0,80.72
2019-01-28,243-47-2663,Electronic accessories,SKU-243-47-2,6,18.77,0.0,112.62
2019-01-05,841-18-8232,Food and beverages,SKU-841-18-8,1,71.2,0.0,71.2
2019-03-19,701-23-5550,Home and lifestyle,SKU-701-23-5,4,38.81,0.0,155.24
2019-01-12,647-50-1224,Fashion accessories,SKU-647-50-1,10,29.42,0.0,294.20000000000005
2019-01-07,541-48-8554,Sports and travel,SKU-541-48-8,9,60.95,0.0,548.55
2019-01-26,539-21-7227,Sports and travel,SKU-539-21-7,5,51.54,0.0,257.7
2019-01-23,213-32-1216,Electronic accessories,SKU-213-32-1,6,66.06,0.0,396.36
2019-02-09,747-58-7183,Fashion accessories,SKU-747-58-7,3,57.27,0.0,171.81
2019-02-22,582-52-8065,Fashion accessories,SKU-582-52-8,9,54.31,0.0,488.79
2019-02-05,210-57-1719,Health and beauty,SKU-210-57-1,9,58.24,0.0,524.1600000000001
2019-03-07,399-69-4630,Electronic accessories,SKU-399-69-4,6,22.21,0.0,133.26
2019-03-25,134-75-2619,Electronic accessories,SKU-134-75-2,7,19.32,0.0,135.24
2019-01-20,356-44-8813,Home and lifestyle,SKU-356-44-8,3,37.48,0.0,112.44
2019-02-04,198-66-9832,Fashion accessories,SKU-198-66-9,2,72.04,0.0,144.07999999999998
2019-01-30,283-26-5248,Food and beverages,SKU-283-26-5,10,98.52,0.0,985.2
2019-01-02,712-39-0363,Food and beverages,SKU-712-39-0,6,41.66,0.0,249.96000000000004
2019-03-29,218-59-9410,Home and lifestyle,SKU-218-59-9,3,72.42,0.0,217.26
2019-03-14,174-75-0888,Electronic accessories,SKU-174-75-0,9,21.58,0.0,194.22
2019-02-11,866-99-7614,Food and beverages,SKU-866-99-7,10,89.2,0.0,892.0
2019-01-30,134-54-4720,Electronic accessories,SKU-134-54-4,8,42.42,0.0,339.35999999999996
2019-03-20,760-90-2357,Electronic accessories,SKU-760-90-2,6,74.51,0.0,447.06
2019-03-20,514-37-2845,Fashion accessories,SKU-514-37-2,2,99.25,0.0,198.5
2019-01-17,698-98-5964,Food and beverages,SKU-698-98-5,10,81.21,0.0,812.1
2019-02-03,718-57-9773,Sports and travel,SKU-718-57-9,10,49.33,0.0,493.3
2019-01-01,651-88-7328,Fashion accessories,SKU-651-88-7,9,65.74,0.0,591.6600000000001
2019-01-10,241-11-2261,Fashion accessories,SKU-241-11-2,7,79.86,0.0,559.02
2019-03-02,408-26-9866,Sports and travel,SKU-408-26-9,7,73.98,103.572,414.288
2019-02-25,834-83-1826,Home and lifestyle,SKU-834-83-1,5,82.04,0.0,410.2
2019-01-29,343-61-3544,Sports and travel,SKU-343-61-3,10,26.67,0.0,266.70000000000005
2019-03-10,239-48-4278,Food and beverages,SKU-239-48-4,7,10.13,0.0,70.91
2019-01-13,355-34-6244,Food and beverages,SKU-355-34-6,2,72.39,0.0,144.78
2019-03-22,550-84-8664,Sports and travel,SKU-550-84-8,5,85.91,85.91,343.64
2019-03-01,339-96-8318,Fashion accessories,SKU-339-96-8,7,81.31,0.0,569.1700000000001
2019-02-20,458-61-0011,Food and beverages,SKU-458-61-0,4,60.3,0.0,241.2
2019-01-14,592-34-6155,Food and beverages,SKU-592-34-6,4,31.77,0.0,127.08
2019-03-26,797-88-0493,Health and beauty,SKU-797-88-0,4,64.27,0.0,257.08000000000004
2019-03-01,207-73-1363,Health and beauty,SKU-207-73-1,2,69.51,0.0,139.02
2019-01-07,390-31-6381,Food and beverages,SKU-390-31-6,3,27.22,0.0,81.66
2019-02-01,443-82-0585,Health and beauty,SKU-443-82-0,4,77.68,0.0,310.71999999999997
2019-02-13,339-18-7061,Fashion accessories,SKU-339-18-7,2,92.98,0.0,185.96
2019-01-14,359-90-3665,Fashion accessories,SKU-359-90-3,4,18.08,0.0,72.32000000000001
2019-01-19,375-72-3056,Sports and travel,SKU-375-72-3,3,63.06,0.0,189.18
2019-03-09,127-47-6963,Health and beauty,SKU-127-47-6,4,51.71,0.0,206.83999999999997
2019-03-27,278-86-2735,Food and beverages,SKU-278-86-2,3,52.34,0.0,157.02
2019-02-04,695-28-6250,Sports and travel,SKU-695-28-6,5,43.06,0.0,215.3
2019-03-14,379-17-6588,Fashion accessories,SKU-379-17-6,10,59.61,0.0,596.1
2019-03-04,227-50-3718,Health and beauty,SKU-227-50-3,5,14.62,0.0,73.1
2019-03-03,302-15-2162,Health and beauty,SKU-302-15-2,6,46.53,0.0,279.18
2019-01-27,788-07-8452,Home and lifestyle,SKU-788-07-8,7,24.24,0.0,169.67999999999998
2019-02-07,560-49-6611,Sports and travel,SKU-560-49-6,1,45.58,0.0,45.58
2019-02-05,880-35-0356,Sports and travel,SKU-880-35-0,3,75.2,0.0,225.6
